,WineID,WineDesc,Vintage
593,593,Seaglass Sauvignon Blanc,2015
594,594,Barefoot Pinot Noir,
595,595,Beringer Moscato,
596,596,New Age White Wine,
597,597,Grey Stack Rosemary's Block Sauvignon Blanc,2017
598,598,Tommasi Rompicollo,2016
599,599,Waterbrook Chardonnay,2017
600,600,Domaine Cabirau Cotes du Roussillon,2017
601,601,Ruffino Chianti Superiore,
602,602,Les Lys Vouvray Chenin Blanc,2017
603,603,Da Vinci Pinot Grigio,
604,604,Chateau Vrai Caillou Bordeaux Blanc,
605,605,Brazin Old Vine Lodi Zinfandel,
606,606,Hart & Mcgarry Reserve Cabernet Sauvignon,2016
607,607,Hart & Mcgarry Reserve Chardonnay,2017
608,608,Black Pearl Oro,2016
609,609,Pazo de Senorans Albarino,2017
610,610,Picq Chablis,2018
611,611,Barefoot Riesling,
612,612,Cupcake Sauvignon Blanc,
613,613,Peirano Estate Vineyards Petite Sirah,2017
614,614,Peirano Estate Vineyards 'The Other' Red Wine,2014
615,615,181 Lodi Merlot,2016
616,616,Primarius Pinot Noir,2017
617,617,Johnson Family Sonoma Coast Pinot Noir,2017
618,618,Baron de Seillac Brut Blanc de Blancs,NV
619,619,Baron de Seillac Brut Rose,NV
620,620,Belle Glos Las Alturas Pinot Noir,2016
621,621,Cupcake Merlot,
622,622,Cupcake Chardonnay,
623,623,Rengo Ripasso,2015
624,624,Cupcake Cabernet Sauvignon,
625,625,Mendel Malbec,2015
626,626,Cellar No. 8 California Pinot Noir,
627,627,Renato Ratti Barbera,2016
628,628,Santa Julia Brut Rose Sparkling,NV
629,629,Kono Marlborough Sauvignon Blanc,2018
630,630,Ciconia Alentejano Red,
631,631,Gary Farrell Russian River Chardonnay,2016
632,632,Angeline Pinot Noir,2017
633,633,Little Black Dress Cabernet Sauvignon,
634,634,Alta Vista Classic Malbec,2018
635,635,Telegramme Chateauneuf du Pape,2016
636,636,Gnarly Head Pinot Noir,
637,637,Dunham Trutina Red Blend,2016
638,638,Pacific Rim Sweet Riesling,2016
639,639,Quinta Do Cabriz Dao Red,2016
640,640,Zestos Old Vines Garnacha,2016
641,641,Seaglass Riesling,2017
642,642,Stuhlmuller Alexander Valley Chardonnay,2016
643,643,Casa Santos Lab Red,2016
644,644,Santa Cristina Chianti Superiore,2016
645,645,Santa Cristina Pinot Grigio,
646,646,Monte de Cal Reserva Red,2015
647,647,Duckhorn Napa Merlot,2016
648,648,Frank Family Vineyards Zinfandel,2016
649,649,Dr Frank Pinot Gris,2016
650,650,Dr Frank Gewurztraminer,2016
651,651,Marchesi di Barolo Gavi,2016
652,652,Cupcake Pinot Grigio,
653,653,Joel Gott Chardonnay,2016
654,654,Volpi Moscato,
655,655,Chalk Hill Estate Red Blend,2015
656,656,Zaccagnini Pinot Grigio,2017
657,657,Apothic Red Winemaker's Blend,
658,658,1865 Single Vineyard Cabernet Sauvignon,2017
659,659,Tosca Toscana Rosso,
660,660,Rare Vineyards Malbec,
661,661,Merry Edwards Sauvignon Blanc,2017
662,662,Irony North Coast Cabernet Sauvingon,2015
663,663,Leese-Fitch Cabernet Sauvignon,
664,664,Carm Douro Reserva Red,2015
665,665,Jordan Cabernet Sauvignon,2015
666,666,Charles Smith Kung Fu Girl Riesling,2017
667,667,14 Hands Winery Hot To Trot Red,2015
668,668,Gnarly Head Chardonnay,
669,669,Cucao Reserve Cabernet Sauvignon,2014
670,670,Caposaldo Moscato,
671,671,Gruet Blanc de Noir,
672,672,14 Hands Winery Cabernet Sauvignon,2016
673,673,Fog Bank Pinot Noir,
674,674,Ghost Pines Merlot,2014
675,675,Jam Jar Sweet Shiraz,2017
676,676,Baron Zett Mosel Riesling,2017
677,677,Waterbrook Reserve Merlot,2014
678,678,Black Slate Porrera Priorat,2015
679,679,Columbia Crest H3 Les Chevaux Red,2014
680,680,Duckhorn Decoy Cabernet Sauvignon,2016
681,681,Cucake Red Velvet,
682,682,Wente Sandstone Merlot,
683,683,Basciano Rufina Chianti,2016
684,684,Bastianich Friulano,2017
685,685,Raymond R Collection Field Blend,2017
686,686,Hussonet Gran Reserva Cabernet Sauvignon,2014
687,687,14 Hands Winery Merlot,2015
688,688,Duckhorn Decoy Chardonnay,2018
689,689,Sweet Bliss Sweet Red Wine,
690,690,Roagna Dolcetto,2017
691,691,Marques de Riscal Proximo Rioja,2015
692,692,Michael David Petite Petit,2016
693,693,Kendall Jackson Avant Chardonnay,2015
694,694,Baron Herzog Pinot Grigio,
695,695,Educated Guess Cabernet Sauvignon,2016
696,696,Columbia Crest Red Blend,2014
697,697,Santa Silvana Chianti Classico,2014
698,698,Ruffino Prosecco,NV
699,699,Peirano Merlot,2016
700,700,Chapelle Saint Victor Provence Rose,2018
701,701,Cupcake Moscato,
702,702,Cupcake Pinot Noir,
703,703,Duckhorn Decoy Merlot,2017
704,704,Gnarly Head Merlot,
705,705,Beach House Sauvignon Blanc,
706,706,Brewer Clifton Santa Rita Hills Chardonnay,2016
707,707,Banfi Centine Rosso,2016
708,708,Chono Single Vineyard Cabernet Sauvignon,2015
709,709,Peirano Estate Vineyards 'The Other' White Wine,2014
710,710,Twisted Cabernet Sauvignon,
711,711,Jules Taylor Sauvignon Blanc,2018
712,712,Red Rock Winemakers Blend,2014
713,713,Warwick Valley Black Dirt Red,
714,714,Tenuta di Salviano Turlo,2013
715,715,Monsanto Chianti Classico Riserva,2015
716,716,Dr. Karl Mosel Riesling,2017
717,717,Palacios Camins del Priorat,2017
718,718,Yellow Tail Moscato,
719,719,Whispering Angel Rose,2018
720,720,Volpi Ballerina Barbera,
721,721,Layer Cake Cabernet Sauvignon,2016
722,722,Tikal Natural,2015
723,723,Gnarly Head Authentic Red,
724,724,Gnarly Head Pinot Grigio,
725,725,Fado Portugese Red,
726,726,La Serena Toscana Rosso,2015
727,727,Chateau Ducasse Bordeaux Blanc,2017
728,728,Charles Smith Velvet Devil Merlot,2016
729,729,Block Nine Pinot Noir,2018
730,730,Pacific Rim Columbia Valley Riesling,2018
731,731,Domenico Clerico Barbera Trevigne,2015
732,732,Bussola Amarone,2013
733,733,446 Monterey Chardonnay,
734,734,667 Monterey Pinot Noir,
735,735,Hess Allomi Cabernet Sauvignon,2015
736,736,Conundrum Red Blend,2015
737,737,Cercius Cotes du Rhone,2016
738,738,Collelceto Brunello di Montalcino,2013
739,739,Trentadue Old Patch Red,2016
740,740,Cupcake Prosecco,NV
741,741,Hand Craft Cabernet Sauvignon,
742,742,Hand Craft Chardonnay,
743,743,Hand Craft Pinot Noir,
744,744,Hand Craft Petite Sirah,
745,745,Domaine des Billards Saint Amour,2017
746,746,The Pinot Project Pinot Noir,2018
747,747,Reguengos Alentejo Red,2016
748,748,Wente Riva Ranch Chardonnay,2017
749,749,Dreaming Tree Crush Red,2016
750,750,Black Stallion Napa Valley Cabernet Sauvignon,2016
751,751,Bonterra Sauvignon Blanc,2016
752,752,Waterbrook Reserve Cabernet Sauvignon,2014
753,753,Peirano Old Vines Zinfandel,2015
754,754,La Rioja Alta Vina Ardanza,2009
755,755,Tololo Sauvignon Blanc,2017
756,756,Apothic White Winemaker's Blend,
757,757,Berroia Txacoli Berroja,2017
758,758,Bon Ami Bordeaux,2016
759,759,Blason du Rhone Cotes du Rhone,
760,760,14 Hands Winery Chardonnay,2014
761,761,Edna Valley Winery Sauvignon Blanc,2016
762,762,Ghost Pines Red Blend,2015
763,763,Duckhorn Decoy Zinfandel,2016
764,764,Juan Gil Moscatel,2017
765,765,Barefoot Red Moscato,
766,766,Josh Cabernet Sauvignon,
767,767,Po de Poeira Douro Red,2017
768,768,Tosca Sparkling Rose,NV
769,769,Tosca Moscato,NV
770,770,Perimeter Red Blend,
771,771,Perimeter Merlot,
772,772,Skinny Girl White Wine,
773,773,Faiveley Bourgogne Rouge,2016
774,774,Dreaming Tree Cabernet Sauvignon,2017
775,775,Lopez de Heredia Vina Cubillo,2010
776,776,Domaine Gueneau Sancerre Blanc,2018
777,777,Wente Charles Wentmore Cabernet Sauvignon,2015
778,778,Twisted Chardonnay,
779,779,Twisted Pinot Grigio,
780,780,Twisted Moscato,
781,781,Twisted Zinfandel,
782,782,Pine Ridge Napa Cabernet Sauvignon,2016
783,783,Feudi di San Gregorio Fiano Avellino,2016
784,784,Rengo Valpolicella Classico,
785,785,Dreaming Tree Chardonnay,2017
786,786,Vina Alberdi Rioja Reserva,2013
787,787,Corte Massima Prosecco Extra Dry,NV
788,788,Irony Chardonnay,2016
789,789,Ravenswood Vintners Blend Petite Sirah,2015
790,790,Barefoot Pink Moscato,
791,791,Chateau Bord Cotes du Rhone Laudun,2016
792,792,Fat Barrel Cabernet Shiraz,2016
793,793,Fat Barrel Sauvignon Blanc,2018
794,794,Red Diamond Pinot Noir,
795,795,Bodegas Ateca Honoro Vera,2015
796,796,Bluker Spatlese Riesling,2017
797,797,Black Stallion Napa Valley Chardonnay,2017
798,798,Lopez de Heredia Tondonia Reserva,2006
799,799,Perrin Luberon Blanc,2018
800,800,Perrin Ventoux Rouge,2018
801,801,Smoking Loon Steel Bird Chardonnay,
802,802,Riffault Sancerre Chailloux,2017
803,803,Cross Springs Cabernet Sauvignon,2018
804,804,Izadi Rioja Reserva,2014
805,805,Josh Chardonnay,
806,806,Dr Frank Chardonnay,2014
807,807,The Crusher Red Blend,2015
808,808,Koferer Kerner Valle Isarco,2017
809,809,Jean-Marc Lafage Bastide Miraflors,2016
810,810,Wachau Gruner Veltliner,2018
811,811,Chateau Saint Roch Kerbuccio,2016
812,812,Seven Sinners Old Vines Petite Sirah,2015
813,813,Black Kite Kite's Rest Pinot Noir,2014
814,814,Sottimano Pairolero Barbera,2016
815,815,Gruet Blanc de Blanc,
816,816,Duckhorn Decoy Pinot Noir,2017
817,817,1 Red Blend Black,2016
818,818,242 Sauvignon Blanc,
819,819,Janasse Terre d'Argile Cotes du Rhone,2014
820,820,Anjos Vinho Verde,2018
821,821,La Crema Pinot Gris,2017
822,822,Lauverjat Perle Blanche Sancerre,2018
823,823,Dog Point Sauvignon Blanc,2017
824,824,Alfredo Roca Chardonnay,2017
825,825,Cave L'Aurance Cremant de Bourgogne Brut Rose,NV
826,826,La Fleur de Lys Macon Villages Chardonnay,
827,827,Stoller Dundee Hills Pinot Noir,2017
828,828,Julia James Pinot Noir,2017
829,829,Auspicion Cabernet Sauvignon,2017
830,830,Auspicion Chardonnay,2015
831,831,Fess Parker Big Easy,2016
832,832,Bogle Essential Red,
833,833,Yellow Tail Pink Moscato,
834,834,Jean Noel Haton Brut Rose,NV
835,835,Laila Verdicchio,2017
836,836,Stonestreet Estate Alexander Valley Cabernet Sauvignon,2016
837,837,Perimeter Riesling,
838,838,Nieto Benjamin Malbec,2018
839,839,Daou Cabernet Sauvignon,2017
840,840,Juan Gil Blue Label,2016
841,841,Cross Springs Chardonnay,2018
842,842,Rive Droite Rive Gauche Cotes du Rhone,2017
843,843,Corte Orsini Toscana Rosso,2013
844,844,Foxglove Zinfandel,2014
845,845,Morgan Highland Chardonnay,2017
846,846,Underwood Pinot Noir,2017
847,847,High Valley Cabernet Sauvignon,2016
848,848,High Valley Zinfandel,2017
849,849,19 Crimes Red Blend,
850,850,Triton Tridente Tempranillo,2015
851,851,Mondavi Private Selection Heritage Red Blend,
852,852,Comoloco Monastrell Jumilla,2017
853,853,Casa Castillo El Molar,2017
854,854,Rare Vineyards Sauvignon Blanc,
855,855,Apothic Dark Winemaker's Blend,
856,856,Perimeter Cabernet Sauvignon,
857,857,Mas Vida Cava Brut,NV
858,858,Chateau Beausejour Bordeaux,2017
859,859,Smoking Loon Loonatic Red,
860,860,Manallino Pinot Grigio,2017
861,861,Pedra Cancela Red,2016
862,862,Luca Grucci Pinot Grigio,2017
863,863,Carnivor Cabernet Sauvignon,2016
864,864,Greywacke Sauvignon Blanc,2018
865,865,Atalaya Laya,2018
866,866,Mas de Leda Tempranillo,2016
867,867,Cune Rioja Crianza,2015
868,868,Bread & Butter Chardonnay,2017
869,869,Vietti Perbacco Nebbiolo,2016
870,870,Belle Ambiance Cabernet Sauvignon,
871,871,Belle Ambiance Chardonnay,
872,872,Belle Ambiance Pinot Grigio,
873,873,Belle Ambiance Dark,
874,874,Belle Ambiance Pinot Noir,
875,875,Nisia Rueda Verdejo,2014
876,876,Botani Sparkling Muscat,
877,877,Hitching Post Cork Dancer Pinot Noir,2016
878,878,Mark Ryan The Dissident Red,2017
879,879,Leese-Fitch Pinot Noir,
880,880,Chalk Hill Sonoma Coast Chardonnay,2017
881,881,Lopez de Haro Crianza Rioja,2016
882,882,Santa Rita Triple C,2014
883,883,Villacreces Pruno Ribera del Duero,2016
884,884,Les Darons Languedoc Red,2017
885,885,Giacomo Mori Chiani,2015
886,886,Bousquet Reserve Cabernet Sauvignon,2017
887,887,New York Yankees Cabernet Sauvignon,
888,888,Izadi Rose,2018
889,889,1865 Single Vineyard Carmenere,2015
890,890,Callejon del Crimen Gran Reserve Petit Verdot,2015
891,891,Mendoza Vineyards Gran Reserva Malbec,2013
892,892,Marquis de Arienzo Crianza Rioja,2015
893,893,Chalk Hill Wits End Luna Shiraz,2017
894,894,Columbia Crest H3 Sauvignon Blanc,2015
895,895,Meiomi Chardonnay,2017
896,896,Michael David Freakshow,2016
897,897,Quintay Clava Sauvignon Blanc,2018
898,898,Duckhorn Decoy Sauvignon Blanc,2017
899,899,Beaurenard Rasteau,2016
900,900,Matetic EQ Sauvignon Blanc,2018
901,901,Ritual Pinot Noir,2016
902,902,Il Tauro Salice Salentino Riserva,2015
903,903,Hahn Santa Lucia Highlands Pinot Noir,2016
904,904,The Calling Dutton Ranch Chardonnay,2016
905,905,Gini Soave La Frosca,2015
906,906,Gnarly Head Authentic Black,
907,907,Menage A Trios Midnight,
908,908,Racine Pinot Noir,2017
909,909,Ottosoldi Gavi di Gavi,2018
910,910,La Crema Willamette Pinot Noir,2017
911,911,Maquis Cabernet Sauvignon,2015
912,912,Corte Corsano Chianti Classico,2016
913,913,Chateau Vrai Caillou Bordeaux,2015
914,914,Melville Estate Chardonnay,2016
915,915,Arrowflite North Coast Chardonnay,2016
916,916,Au Contraire Sonoma Coast Pinot Noir,2013
917,917,Domaine de Bila Haut Occultum,2015
918,918,Kentia Albarino,2017
919,919,Lafond Santa Rita Hills Pinot Noir,2016
920,920,Motte Maucort Bordeaux,2016
921,921,Bousquet Gaia Red Blend,2015
922,922,Noemia A Lisa Malbec Blend,2016
923,923,Confidencial Reserva Red,2015
924,924,Hunter Chaps Cabernet Sauvignon,2017
925,925,Hunter Chaps Chardonnay,2015
926,926,Tommasi Poggio Al Tufo Cabernet Sauvignon,2016
927,927,Apothic Crush,
928,928,Orin Swift Abstract,2017
929,929,Dark Horse Chardonnay,
930,930,Las Huertas Cabernet Sauvignon,2017
931,931,William Hill North Coast Cabernet Sauvignon,2014
932,932,La Antigua Rioja Reserva,2010
933,933,Dreaming Tree Pinot Noir,2016
934,934,Morgan Cotes du Crow's Red,2017
935,935,Andrew Murray Tous Les Jours Syrah,2015
936,936,Manutara Desafio Cabernet Sauvignon,2013
937,937,Chateau Puycarpin Bordeaux,2015
938,938,Domaine Gueneau Sancerre Rose,2018
939,939,Castellani Ziobaffa Rosso,2013
940,940,Lofthouse Marlborough Sauvignon Blanc,2018
941,941,Alma de Los Andes Malbec Reserva,2013
942,942,Duckhorn Canvasback Cabernet Sauvignon,2015
943,943,Mendoza Vineyards 1907 Malbec,2017
944,944,Marques de Riscal Sauvignon Blanc,2017
945,945,Dark Horse Red Blend,
946,946,Lafond Santa Rita Hills Chardonnay,2017
947,947,Jean Noel Haton Brut Reserve,NV
948,948,Leese-Fitch Chardonnay,
949,949,Este Vinho Verde,
950,950,Perimeter Chardonnay,
951,951,Fog Bank Pinot Grigio,
952,952,Encore Cabernet Sauvignon,2017
953,953,Josh Legacy Red,
954,954,Carm Bispado Red,2014
955,955,14 Hands Sauvignon Blanc,
956,956,Storico Pinot Grigio,2017
957,957,La Calonica Rosso di Montepulciano,2017
958,958,La Calonica Vino Nobile di Montepulciano,2015
959,959,Durigutti Cabernet Franc,2017
960,960,Ferrari-Carano Reserve Cabernet Sauvignon,2013
961,961,Dark Horse Cabernet Sauvignon,
962,962,Dark Horse Merlot,
963,963,Boisset Bourgogne Rouge,2017
964,964,Chono Single Vineyard Carmenere,2017
965,965,Marietta Christo Red,2015
966,966,Alba Vineyards Dry Riesling,2015
967,967,Jack's House Cabernet Sauvignon,
968,968,Bread & Butter Pinot Noir,2017
969,969,Domaine Gueguen Chablis,2018
970,970,Claremont Cabernet Sauvignon,2017
971,971,Long Barn Chardonnay,2017
972,972,Long Barn Pinot Noir,2017
973,973,Kendall Jackson Pinot Gris,
974,974,Laplace Madiran,2015
975,975,Perimeter Black Dark Red,2017
976,976,Ottosoldi Barbera,2016
977,977,Gruet Brut Rose,NV
978,978,Rayun Sauvignon Blanc,2018
979,979,Maturo Montepulciano d'Abruzzo,2017
980,980,le Petit Silex Sancerre,2018
981,981,Menage A Trois Silk,
982,982,Fess Parker Pinot Noir,2015
983,983,Chateau Peyrabon Bordeaux,2016
984,984,Andrea Felici Verdicchio,2018
985,985,Zuccardi Concreto Malbec,2017
986,986,Santa Julia Reserve Mountain Blend,2017
987,987,Mark West Black Pinot Noir,2016
988,988,La Cattura Tuscan Red,2016
989,989,Las Cartas Red Blend,2015
990,990,Shaw & Smith Sauvignon Blanc,2018
991,991,Black Cabra Malbec,2017
992,992,William Hill North Coast Chardonnay,2016
993,993,Vina Carmen Grand Reserve Cabernet Sauvignon,2016
994,994,Bob's Chenin Blanc,
995,995,Bob's Pinotage,
996,996,Bloem Red Blend,
997,997,Remhoogte Bushvine Pinotage,2016
998,998,Remhoogte Honeybunch Chenin Blanc,2016
999,999,Gigognan Cotes du Rhone,2017
1000,1000,Mondavi Bourbon Barrel Cabernet Sauvignon,2016
1001,1001,Josh Pinot Noir,
1002,1002,Antiche Terre Venete Amarone,2015
1003,1003,Z. Alexander Brown Uncaged Cabernet Sauvignon,2016
1004,1004,Collina dei Lecci Brunello di Montalcino,2013
1005,1005,Lecciaia Brunello di Montalcino,2013
1006,1006,Gnarly Head 1924 Double Black Red Blend,
1007,1007,Flueriet Sancerre,2017
1008,1008,Clos de la Roilette Tardive Fleurie,2018
1009,1009,1865 Single Vineyard Sauvignon Blanc,2017
1010,1010,Raat's Red Jasper,2015
1011,1011,Araucano Cabernet Sauvignon,2015
1012,1012,Orin Swift Palermo,2016
1013,1013,Orin Swift Machete,2016
1014,1014,Begonia Sangria,
1015,1015,"Charles Smith ""Cs"" Substance Cabernet Sauvignon",2017
1016,1016,Underwood Rose,2018
1017,1017,Fritz Fisk Riesling,2016
1018,1018,Lote 44 Malbec,2018
1019,1019,Chateau Thivin Broiully Reverdon,2017
1020,1020,Tonel 46 Reserve Malbec,2016
1021,1021,Dreaming Tree Sauvignon Blanc,2016
1022,1022,Lagar da Condesa Albarino,2016
1023,1023,Ravage Cabernet Sauvignon,2016
1024,1024,Intrinsic Cabernet Sauvignon,2016
1025,1025,Quinta Do Portal Rose,2018
1026,1026,Route Stock Cabernet Sauvignon,2016
1027,1027,Folium Sauvignon Blanc,2018
1028,1028,Lyle Thomas Oregon Pinot Noir,2017
1029,1029,Casas del Bosque Reserve Cabernet Sauvignon,2017
1030,1030,1865 Single Vineyard Pinot Noir,2018
1031,1031,Daou The Pessimist Red Blend,2017
1032,1032,Boschendal The Rose Garden,2018
1033,1033,A List Chardonnay,
1034,1034,Quiet Resolve Hanna's Sauvignon Blanc,
1035,1035,Josh Merlot,
1036,1036,Black Cabra Cabernet Sauvignon,2018
1037,1037,Dark Horse Pinot Noir,
1038,1038,Chalk Hill Sonoma Coast Pinot Noir,2017
1039,1039,1000 Stories Bourbon Barrel Aged Zinfandel,2016
1040,1040,Cune Gran Reserva Rioja,2010
1041,1041,Jaboulet Petite Chapelle Hermitage,2010
1042,1042,Terracoppa Morellino di Scansano,2016
1043,1043,Apothic Inferno,
1044,1044,Domaine Lafage Narassa Red,2016
1045,1045,Zenato Alanera,2015
1046,1046,The Seeker Pinot Noir,
1047,1047,Farnetella Lucilla Toscana Rosso,2017
1048,1048,High Valley Sauvignon Blanc,2018
1049,1049,Hewitson Miss Harry Red Blend,2016
1050,1050,Dark Horse Sauvignon Blanc,
1051,1051,Tapiz Alta Collection Cabernet Sauvignon,2015
1052,1052,Best's Great Western Shiraz,2016
1053,1053,Bodegas Ego Fuerza Red,2015
1054,1054,Wagner Dry Riesling,2016
1055,1055,Arboleda Chardonnay,2017
1056,1056,Beckmen Cuvee le Bec,2016
1057,1057,Boen Pinot Noir,2017
1058,1058,Paxis Red Blend,2013
1059,1059,Tilia Uxmal Malbec,2015
1060,1060,Smith & Hook Proprietary Red,2016
1061,1061,Line 39 Sauvignon Blanc,
1062,1062,Line 39 Pinot Noir,
1063,1063,Elio Perrone Tasmorcan Barbera,2017
1064,1064,Aeris Pinot Noir,2017
1065,1065,Patz & Hall Sonoma Coast Chardonnay,2016
1066,1066,152 Pinot Grigio,
1067,1067,Colonia Las Liebres Bonarda,2018
1068,1068,Daou Reserve Cabernet Sauvignon,2016
1069,1069,Domaine Gueneau Sancerre Rouge,2018
1070,1070,Domus Aurea Cabernet Sauvignon,2014
1071,1071,Duckhorn Chardonnay,2017
1072,1072,Line 39 Cabernet Sauvignon,
1073,1073,Atalon Sauvignon Blanc,2016
1074,1074,Bousquet Cameleon Malbec,2018
1075,1075,Escarlata Red Blend,2014
1076,1076,Sanama Cabernet Sauvignon,2014
1077,1077,Kermit Lynch Cotes du Rhone Cypress,2015
1078,1078,Terenzi Morellino di Scansano,2016
1079,1079,La Crema Monterey Chardonnay,2016
1080,1080,Astrolabe Sauvignon Blanc,2018
1081,1081,Cooper & Thief Red Blend,2016
1082,1082,Anjos Vinho Verde Rose,2018
1083,1083,Marietta Game Trail Cabernet Sauvignon,2015
1084,1084,19 Crimes The Banished Red,
1085,1085,Julia James Chardonnay,2016
1086,1086,Duckhorn Decoy Rose,2018
1087,1087,Charlet Beaujolais Villages,2017
1088,1088,Block 831 Chalk Hill Cabernet Sauvignon,2015
1089,1089,Daou Vineyards Chardonnay,2018
1090,1090,Butter Chardonnay,2017
1091,1091,Chateau Malbec Bordeaux,2015
1092,1092,Rombauer Sauvignon Blanc,2017
1093,1093,Zorzal Grand Terrior Malbec,2015
1094,1094,Line 39 Chardonnay,
1095,1095,Encore Pinot Noir,2017
1096,1096,Chateau d'Yquem Sauternes 2006,
1097,1097,Vasse Felix Chardonnay,2017
1098,1098,Finca Wolffer Rose,2018
1099,1099,Dog Point Section 94 Sauvignon Blanc,2016
1100,1100,Tonel 46 Reserve Cabernet Sauvignon,2016
1101,1101,Norfolk Rise Shiraz,2016
1102,1102,Sixto Uncovered Chardonnay,2015
1103,1103,Chateau Saint Roch Vieilles Vignes Blanc,2016
1104,1104,Barville Cotes du Rhone Blanc,2017
1105,1105,Fly By Sauvignon Blanc,2017
1106,1106,Shaw & Smith Shiraz,2015
1107,1107,Dark Horse Double Down Red Blend,
1108,1108,Sandhi Santa Barbara Chardonnay,2016
1109,1109,Bousquet Cameleon Chardonnay,2018
1110,1110,Giovanni Rocca Barbera,2017
1111,1111,Dog Point Pinot Noir,2016
1112,1112,Jaboulet Secret Syrah,2015
1113,1113,Chateau Bois Malot Bordeaux Blanc,2018
1114,1114,Santa Isle Grand Reserve Pinot Noir,2016
1115,1115,La Spinetta Nebbiolo,2015
1116,1116,Mollydooker Carnival Of Love,2017
1117,1117,Gnarly Head 1924 Double Black Cabernet Sauvignon,
1118,1118,Villa San Juliette Chorum Red Blend,2014
1119,1119,Feudo Montoni Nero d'Avola Lagnusa,2016
1120,1120,Tensley Santa Barbara Syrah,2018
1121,1121,Ruffino Il Ducale Pinot Grigio,2017
1122,1122,Tarima Hill Old Vines Red,2016
1123,1123,Resonance Willamette Valley Pinot Noir,2016
1124,1124,Andretta Brunello di Montalcino,2013
1125,1125,Gianfranco Alessandria Barolo,2015
1126,1126,Gnarly Head Sauvignon Blanc,
1127,1127,Fitvine Cabernet Sauvignon,
1128,1128,Fitvine Chardonnay,
1129,1129,19 Crimes Chardonnay,
1130,1130,19 Crimes The Uprising,
1131,1131,Barville Chateauneuf du Pape,2016
1132,1132,Neveu Sancerre Embouffants,2017
1133,1133,Giapoza Pinot Noir,2016
1134,1134,Alchemist Pinot Noir,2016
1135,1135,Austin Hope Cabernet Sauvignon,2017
1136,1136,Campomaggio Chianti Classico Riserva,2013
1137,1137,Kendall Jackson Rose,2018
1138,1138,Postales Malbec-Cabernet Sauvignon,2017
1139,1139,Castano Alcaria,2016
1140,1140,G.D. Vajra Albe Barolo,2014
1141,1141,Colossal Reserva Red,2014
1142,1142,Roco Gravel Road Pinot Noir,2016
1143,1143,Chateau Toutigeac White Bordeaux,2018
1144,1144,Ayres Willamette Pinot Noir,2017
1145,1145,Clonakilla Hilltops Shiraz,2016
1146,1146,Bird In Hand Shiraz,2016
1147,1147,Bird In Hand Sparkling Rose,2018
1148,1148,Tait Border Crossing Shiraz,2015
1149,1149,Bleasdale Broadside Red,
1150,1150,Altocedro Ano Cero Cabernet Sauvignon,2017
1151,1151,Altocedro La Consulta Select Red Blend,2015
1152,1152,Piattelli Reserve Cabernet Sauvignon,2016
1153,1153,Chateau de Ribebon Bordeaux,2015
1154,1154,Raeburn Russian River Pinot Noir,2016
1155,1155,Vina Zorzal Malayeto,2016
1156,1156,Dos Almas Grand Reserve Cabernet Sauvignon,2016
1157,1157,Dos Almas Grand Reserve Carmenere,2015
1158,1158,Dos Almas Grand Reserve Pinot Noir,2015
1159,1159,Dos Almas Grand Reserve Red Blend,2015
1160,1160,La Crema Monterey Pinot Noir,2017
1161,1161,Intrinsic Red Blend,2017
1162,1162,Mocali Brunello di Montalcino,2013
1163,1163,Uccelliera Brunello di Montalcino,2013
1164,1164,Beringer Brother's Bourbon Barrel Aged Cabernet Sauvignon,2016
1165,1165,Beringer Brothers Bourbon Barrel Red Blend,
1166,1166,Capraia Gran Selezione #55,2014
1167,1167,Capraia Chianti Classico Riserva,2013
1168,1168,Manapetra Brunello di Montalcino,2012
1169,1169,Sabeo Rueda Verdejo,
1170,1170,Sabeo Albarino,
1171,1171,Dr. Fischer Steinbock Riesling,2018
1172,1172,Apothic Brew,
1173,1173,Emancipation Red,2015
1174,1174,Gramercy Lower East Cabernet Sauvignon,2015
1175,1175,Fondreche Ventoux Rouge,2016
1176,1176,Pot de Vin Pay d'Oc Merlot,2016
1177,1177,Bacchus Cabernet Sauvignon,2015
1178,1178,Capraia Chianti Classico,2016
1179,1179,Castellani Chianti Classico Riserva,2012
1180,1180,Pra Soave Otto,2018
1181,1181,Aromas Das Castas Vinho Verde,
1182,1182,La Bete Noire Cahors,2015
1183,1183,Proemio Red Blend,2017
1184,1184,Casa Americo Reserva Red,2012
1185,1185,Champy Volnay Premier Cru Taillpieds,2012
1186,1186,Clou de Pin Bordeaux Superior,2016
1187,1187,Luna Single Vineyard Malbec,2015
1188,1188,Garage Wine Company Lot #43 Cabernet Franc,2013
1189,1189,El Enemigo Chardonnay,2017
1190,1190,Venus La Universal Dido Montsant,2017
1191,1191,Black Kite Soberanes Pinot Noir,2014
1192,1192,Urgency Cabernet Sauvignon,2017
1193,1193,Norfolk Rise Pinot Noir,2017
1194,1194,Norfolk Rise Sauvignon Blanc,2017
1195,1195,Calcu Reserva Especial Carmenere,2014
1196,1196,Cave L'Aurance Vintage Cremant,2014
1197,1197,La Cabriole Saumur Chenin Blanc,2018
1198,1198,Quinta Do Cabriz Dao White,
1199,1199,Buck Shack Cabernet Sauvignon,2017
1200,1200,Terre da Vino Barolo,2015
1201,1201,Chapelle d'Alienor Bordeaux,2016
1202,1202,Dominus Napanook,2015
